REGIONDESC,TIMEDESC,PRODHIERARCHY3,PRODHIERARCHY4,PRODHIERARCHY5,PRODHIERARCHY6,VOLUME,REVENUE_PESOS,ACTUALPRICE,DISTRIBUTION_NUMERIC,WEIGHTEDDISTRIBUTION,MAX_TEMP,MIN_TEMP,AVG_TEMP,PRECIPITATION,CATEGORY_SALES,CATEGORY_SALES_REGIONAL,BARILLITO_MC_PRICE,TECATE_MC_PRICE,HEINEKEN_MC_PRICE,INDIO_MC_PRICE,BOHEMIA_MC_PRICE,New_Years_Day,Christmas_Day,Day_of_Dead,Easter_Day,Fathers_Day,Independence_Day,Trend,seasonality_index,Year,GEODESC,CHANNELDESC,PRODDESC,GEODESC1,GEOGDESC
TOTAL AUTOS AREA 3,2020-03-08,LATA,NO RETORNABLE,1,401-500,1.327,55.538999999999994,41.85305200000001,23,22,99.5,44.6,71.12585034,4.52,6368.517,667.8639999999998,-0.062397225,-0.007834111999999999,-0.043193295,0.047896943,0.057798210999999995,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 3,2020-03-08,BOTELLA,RETORNABLE,1,1001 O MAS,21.69400000000001,542.751,25.01848437,90,91,99.5,44.6,71.12585034,4.52,6368.517,667.8639999999998,-0.062397225,-0.007834111999999999,-0.043193295,0.047896943,0.057798210999999995,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 3,2020-03-22,BOTELLA,RETORNABLE,12,0-250,3.926,148.222,37.75394804,38,47,99.3,47.8,73.32176871,0,7405.607,801.1669999999997,-0.042531966,-0.00080324,-0.05414954,0.055174386,0.05726387400000001,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 5,2020-03-22,BOTELLA,RETORNABLE,12,251-400,11.315,408.57199999999995,36.10888202,74,85,88.6,39.2,67.40952381,0,7405.607,1301.899,-0.042531966,-0.00080324,-0.05414954,0.055174386,0.05726387400000001,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 3,2020-03-15,LATA,NO RETORNABLE,1,401-500,0.8109999999999999,33.986999999999995,41.90752158,17,20,97.7,46.4,71.37619048,0.66,7884.016,781.757,-0.054392103,-0.003571417,-0.055275740999999996,0.057508057,0.057733752,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 4,2020-01-12,BOTELLA,RETORNABLE,1,1001 O MAS,23.658,661.5039999999998,27.96111252,92,94,94.3,34.6,65.98831169,0.46,5321.32,746.7860000000003,-0.029940371,-0.00045987400000000004,-0.043346249,0.024899732,-0.219065188,0,0,0,0,0,0,1.088926731,-0.046198099000000006,2020,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 2,2020-02-16,BOTELLA,NO RETORNABLE,12,251-400,0.004,0.08,20.0,0,0,99.7,32.9,64.56071429,0.66,6393.847,1554.185,-0.054943560999999995,-0.006502664,-0.044845372,0.018937776,0.048300913,0,0,0,0,0,0,1.09162148,-0.047299884,2020,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
TOTAL AUTOS AREA 3,2020-03-15,BOTELLA,RETORNABLE,1,1001 O MAS,25.919,651.403,25.13225819,90,89,97.7,46.4,71.37619048,0.66,7884.016,781.757,-0.054392103,-0.003571417,-0.055275740999999996,0.057508057,0.057733752,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 3,2020-03-29,BOTELLA,RETORNABLE,12,0-250,4.188,155.85299999999995,37.21418338,38,47,100.8,50.0,72.87823129,0.01,7921.694,831.5039999999997,-0.044902245,-0.000338565,-0.05286703400000002,0.057048267,0.057743563,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 5,2020-03-29,BOTELLA,RETORNABLE,12,251-400,14.668,513.63,35.01704391,81,88,86.8,41.0,66.42380952,0.66,7921.694,1408.734,-0.044902245,-0.000338565,-0.05286703400000002,0.057048267,0.057743563,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 3,2020-03-22,LATA,NO RETORNABLE,1,401-500,0.737,29.871,40.53052917,12,11,99.3,47.8,73.32176871,0,7405.607,801.1669999999997,-0.042531966,-0.00080324,-0.05414954,0.055174386,0.05726387400000001,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 4,2020-01-19,BOTELLA,RETORNABLE,1,1001 O MAS,22.718000000000004,634.231,27.91755436,92,94,91.4,35.2,63.74480519,3.85,5651.119000000002,747.554,-0.038431216000000004,0.0009526960000000001,-0.052082132,0.027033037000000003,-0.149447686,0,0,0,0,0,0,1.088926731,-0.046198099000000006,2020,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 2,2020-01-26,LATA,NO RETORNABLE,6,251-400,3.116,103.15700000000001,33.10558408,14,23,90.7,24.8,59.57357143,0.12,5170.166,1290.742,-0.045924075999999994,-0.02229949,-0.054076070999999996,-0.091693651,-0.20198450399999998,0,0,0,0,0,0,1.088926731,-0.046198099000000006,2020,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
TOTAL AUTOS AREA 3,2020-02-23,BOTELLA,NO RETORNABLE,12,251-400,0.02,0.37,18.5,1,1,100.3,33.3,66.60408163,0,6347.156999999997,692.445,-0.055850427,-0.010117176,-0.048162157000000004,-0.00200558,0.050728692,0,0,0,0,0,0,1.09162148,-0.047299884,2020,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 3,2020-03-22,BOTELLA,RETORNABLE,1,1001 O MAS,28.928,728.2669999999997,25.17515902,92,93,99.3,47.8,73.32176871,0,7405.607,801.1669999999997,-0.042531966,-0.00080324,-0.05414954,0.055174386,0.05726387400000001,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 6,2020-01-12,BOTELLA,NO RETORNABLE,12,251-400,0.257,10.434000000000001,40.59922179,3,4,95.8,44.6,78.11344538,10.59,5321.32,1223.144,-0.029940371,-0.00045987400000000004,-0.043346249,0.024899732,-0.219065188,0,0,0,0,0,0,1.088926731,-0.046198099000000006,2020,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 3,2020-03-29,LATA,NO RETORNABLE,1,401-500,3.582,150.769,42.09073143,45,43,100.8,50.0,72.87823129,0.01,7921.694,831.5039999999997,-0.044902245,-0.000338565,-0.05286703400000002,0.057048267,0.057743563,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 4,2020-01-26,BOTELLA,RETORNABLE,1,1001 O MAS,22.609,631.8240000000002,27.94568535,91,92,91.8,30.3,63.80974026,0.1,5170.166,692.791,-0.045924075999999994,-0.02229949,-0.054076070999999996,-0.091693651,-0.20198450399999998,0,0,0,0,0,0,1.088926731,-0.046198099000000006,2020,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 3,2020-03-01,BOTELLA,NO RETORNABLE,12,251-400,0.02,0.4,20.0,1,1,98.6,41.5,68.31564626,0,6926.733,852.324,-0.063447137,-0.006131027,-0.056083097,0.021081412999999997,0.056983575,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 3,2020-03-29,BOTELLA,RETORNABLE,1,1001 O MAS,38.728,968.64,25.01136129,93,96,100.8,50.0,72.87823129,0.01,7921.694,831.5039999999997,-0.044902245,-0.000338565,-0.05286703400000002,0.057048267,0.057743563,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 4,2020-02-02,BOTELLA,RETORNABLE,1,1001 O MAS,27.182,764.7439999999997,28.13420646,94,95,93.3,32.6,64.67337662,10.04,7011.439,874.627,-0.056179665,-0.040049305,-0.04432485,-0.007863690999999999,-0.005885311,0,0,0,0,0,0,1.09162148,-0.047299884,2020,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 3,2020-03-22,BOTELLA,NO RETORNABLE,12,251-400,0.034,0.45,13.23529412,1,1,99.3,47.8,73.32176871,0,7405.607,801.1669999999997,-0.042531966,-0.00080324,-0.05414954,0.055174386,0.05726387400000001,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 2,2020-03-15,BOTELLA,NO RETORNABLE,6,251-400,1.923,86.76799999999999,45.12116485,33,46,98.3,34.0,71.80285714,3.26,7884.016,2015.5620000000001,-0.054392103,-0.003571417,-0.055275740999999996,0.057508057,0.057733752,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
TOTAL AUTOS AREA 2,2020-01-19,BOTELLA,RETORNABLE,1,0-250,0.006999999999999999,0.313,44.71428571,1,1,85.6,27.9,59.37428571,3.16,5651.119000000002,1368.807,-0.038431216000000004,0.0009526960000000001,-0.052082132,0.027033037000000003,-0.149447686,0,0,0,0,0,0,1.088926731,-0.046198099000000006,2020,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
TOTAL AUTOS AREA 3,2020-03-22,BOTELLA,RETORNABLE,12,251-400,3.071,110.45100000000001,35.96580918,50,60,99.3,47.8,73.32176871,0,7405.607,801.1669999999997,-0.042531966,-0.00080324,-0.05414954,0.055174386,0.05726387400000001,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 6,2020-01-05,BOTELLA,RETORNABLE,12,0-250,4.027,179.862,44.66401788,54,60,98.2,42.8,74.81344538,5.24,10930.778,2406.486,-0.033231023,-0.049263111,-0.080822743,0.009438565999999999,0.026493426,1,0,0,0,0,0,1.088926731,-0.046198099000000006,2020,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 2,2020-03-22,BOTELLA,NO RETORNABLE,12,251-400,0.005,0.11599999999999999,23.2,1,1,108.5,30.6,75.45642857,0.1,7405.607,1941.862,-0.042531966,-0.00080324,-0.05414954,0.055174386,0.05726387400000001,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
TOTAL AUTOS AREA 4,2020-02-09,BOTELLA,RETORNABLE,1,1001 O MAS,25.909000000000002,728.2689999999999,28.1087267,93,95,95.0,35.1,67.28051948,0.11,5346.828,669.507,-0.052167305,0.014556573,-0.02694556,0.029633207,0.035069084,0,0,0,0,0,0,1.09162148,-0.047299884,2020,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 2,2020-01-12,BOTELLA,NO RETORNABLE,6,251-400,1.4980000000000002,67.233,44.88184246,27,41,91.4,21.2,63.59571429,3.22,5321.32,1271.171,-0.029940371,-0.00045987400000000004,-0.043346249,0.024899732,-0.219065188,0,0,0,0,0,0,1.088926731,-0.046198099000000006,2020,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
TOTAL AUTOS AREA 2,2020-03-22,BOTELLA,NO RETORNABLE,6,251-400,2.326,98.76299999999999,42.46044712,36,49,108.5,30.6,75.45642857,0.1,7405.607,1941.862,-0.042531966,-0.00080324,-0.05414954,0.055174386,0.05726387400000001,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
TOTAL AUTOS AREA 6,2020-01-12,BOTELLA,RETORNABLE,12,0-250,1.242,57.375,46.19565217,33,43,95.8,44.6,78.11344538,10.59,5321.32,1223.144,-0.029940371,-0.00045987400000000004,-0.043346249,0.024899732,-0.219065188,0,0,0,0,0,0,1.088926731,-0.046198099000000006,2020,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 6,2020-02-09,LATA,NO RETORNABLE,12,251-400,6.279,203.842,32.46408664,51,68,100.0,50.0,79.95798319,2.03,5346.828,1473.9579999999999,-0.052167305,0.014556573,-0.02694556,0.029633207,0.035069084,0,0,0,0,0,0,1.09162148,-0.047299884,2020,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 4,2020-02-16,BOTELLA,RETORNABLE,1,1001 O MAS,29.921999999999997,842.6189999999997,28.16051735,93,95,97.7,39.3,69.29675325,0,6393.847,820.145,-0.054943560999999995,-0.006502664,-0.044845372,0.018937776,0.048300913,0,0,0,0,0,0,1.09162148,-0.047299884,2020,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 3,2020-03-15,BOTELLA,NO RETORNABLE,12,251-400,0.008,0.16,20.0,1,1,97.7,46.4,71.37619048,0.66,7884.016,781.757,-0.054392103,-0.003571417,-0.055275740999999996,0.057508057,0.057733752,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 2,2020-02-02,LATA,NO RETORNABLE,6,251-400,1.972,63.75100000000001,32.32809331,15,23,90.1,20.0,60.01,4.21,7011.439,1709.693,-0.056179665,-0.040049305,-0.04432485,-0.007863690999999999,-0.005885311,0,0,0,0,0,0,1.09162148,-0.047299884,2020,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
TOTAL AUTOS AREA 2,2020-01-19,BOTELLA,NO RETORNABLE,6,251-400,1.416,63.957,45.16737288,29,42,85.6,27.9,59.37428571,3.16,5651.119000000002,1368.807,-0.038431216000000004,0.0009526960000000001,-0.052082132,0.027033037000000003,-0.149447686,0,0,0,0,0,0,1.088926731,-0.046198099000000006,2020,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
TOTAL AUTOS AREA 2,2020-03-29,BOTELLA,NO RETORNABLE,6,251-400,1.578,65.52199999999999,41.52217997,34,47,103.9,36.2,73.39142857,2.51,7921.694,2020.933,-0.044902245,-0.000338565,-0.05286703400000002,0.057048267,0.057743563,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
TOTAL AUTOS AREA 4,2020-03-15,LATA,NO RETORNABLE,1,501-750,0.25,8.646,34.584,3,5,97.4,42.5,72.36168831,2.7,7884.016,1116.851,-0.054392103,-0.003571417,-0.055275740999999996,0.057508057,0.057733752,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,501-750_LATA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 3,2020-02-16,LATA,NO RETORNABLE,1,401-500,0.41100000000000003,17.38,42.28710462,4,4,98.5,43.2,69.44693878,0,6393.847,615.0269999999998,-0.054943560999999995,-0.006502664,-0.044845372,0.018937776,0.048300913,0,0,0,0,0,0,1.09162148,-0.047299884,2020,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 6,2020-01-19,BOTELLA,RETORNABLE,12,0-250,1.5719999999999998,68.643,43.66603053,35,46,95.0,41.0,74.04117647,4.23,5651.119000000002,1424.524,-0.038431216000000004,0.0009526960000000001,-0.052082132,0.027033037000000003,-0.149447686,0,0,0,0,0,0,1.088926731,-0.046198099000000006,2020,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 6,2020-02-16,LATA,NO RETORNABLE,12,251-400,7.4289999999999985,240.178,32.32978867,52,67,99.4,46.4,78.89075629999998,2.79,6393.847,1857.267,-0.054943560999999995,-0.006502664,-0.044845372,0.018937776,0.048300913,0,0,0,0,0,0,1.09162148,-0.047299884,2020,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 4,2020-02-23,BOTELLA,RETORNABLE,1,1001 O MAS,29.515,829.372,28.10001694,92,93,96.6,34.4,67.81428571,0.14,6347.156999999997,806.7260000000001,-0.055850427,-0.010117176,-0.048162157000000004,-0.00200558,0.050728692,0,0,0,0,0,0,1.09162148,-0.047299884,2020,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 2,2020-01-26,BOTELLA,NO RETORNABLE,6,251-400,1.24,55.99800000000001,45.15967742,27,38,90.7,24.8,59.57357143,0.12,5170.166,1290.742,-0.045924075999999994,-0.02229949,-0.054076070999999996,-0.091693651,-0.20198450399999998,0,0,0,0,0,0,1.088926731,-0.046198099000000006,2020,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
TOTAL AUTOS AREA 5,2020-03-08,LATA,NO RETORNABLE,1,501-750,1.986,72.32300000000002,36.4164149,13,14,85.0,39.2,64.66666667,0,6368.517,905.3380000000001,-0.062397225,-0.007834111999999999,-0.043193295,0.047896943,0.057798210999999995,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,501-750_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 6,2020-01-26,BOTELLA,RETORNABLE,12,0-250,1.595,68.303,42.82319749,33,44,98.7,48.2,77.01764706,4.25,5170.166,1247.038,-0.045924075999999994,-0.02229949,-0.054076070999999996,-0.091693651,-0.20198450399999998,0,0,0,0,0,0,1.088926731,-0.046198099000000006,2020,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 6,2020-02-23,LATA,NO RETORNABLE,12,251-400,7.08,228.921,32.33347458,52,71,100.0,44.6,75.48403361,4.77,6347.156999999997,1683.264,-0.055850427,-0.010117176,-0.048162157000000004,-0.00200558,0.050728692,0,0,0,0,0,0,1.09162148,-0.047299884,2020,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 4,2020-03-01,BOTELLA,RETORNABLE,1,1001 O MAS,34.937,911.2,26.08123193,92,94,96.6,38.4,69.21558442,0,6926.733,854.904,-0.063447137,-0.006131027,-0.056083097,0.021081412999999997,0.056983575,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 4,2020-03-15,LATA,NO RETORNABLE,6,251-400,14.469000000000001,487.75,33.71000069,65,69,97.4,42.5,72.36168831,2.7,7884.016,1116.851,-0.054392103,-0.003571417,-0.055275740999999996,0.057508057,0.057733752,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 2,2020-02-02,BOTELLA,NO RETORNABLE,6,251-400,1.765,79.827,45.22776204,29,46,90.1,20.0,60.01,4.21,7011.439,1709.693,-0.056179665,-0.040049305,-0.04432485,-0.007863690999999999,-0.005885311,0,0,0,0,0,0,1.09162148,-0.047299884,2020,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
TOTAL AUTOS AREA 6,2020-03-01,LATA,NO RETORNABLE,12,251-400,6.769,217.942,32.197074900000004,49,62,106.2,41.0,78.61680672,1.97,6926.733,1743.5439999999999,-0.063447137,-0.006131027,-0.056083097,0.021081412999999997,0.056983575,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 4,2020-03-08,BOTELLA,RETORNABLE,1,1001 O MAS,47.18,1179.161,24.99281475,93,96,99.7,39.2,71.34935065,3.24,6368.517,849.7710000000003,-0.062397225,-0.007834111999999999,-0.043193295,0.047896943,0.057798210999999995,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 4,2020-03-22,LATA,NO RETORNABLE,6,251-400,12.444,405.385,32.57674381,64,71,103.0,43.5,73.75454545,0,7405.607,970.806,-0.042531966,-0.00080324,-0.05414954,0.055174386,0.05726387400000001,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 2,2020-02-09,BOTELLA,NO RETORNABLE,6,251-400,1.317,59.3,45.02657555,29,41,94.9,24.8,63.04714286,2.05,5346.828,1374.191,-0.052167305,0.014556573,-0.02694556,0.029633207,0.035069084,0,0,0,0,0,0,1.09162148,-0.047299884,2020,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
TOTAL AUTOS AREA 4,2020-03-15,BOTELLA,NO RETORNABLE,12,251-400,0.016,0.32,20.0,0,0,97.4,42.5,72.36168831,2.7,7884.016,1116.851,-0.054392103,-0.003571417,-0.055275740999999996,0.057508057,0.057733752,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 6,2020-03-08,LATA,NO RETORNABLE,12,251-400,6.194,206.393,33.321440100000004,48,60,101.8,48.2,78.6,1.75,6368.517,1752.266,-0.062397225,-0.007834111999999999,-0.043193295,0.047896943,0.057798210999999995,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
