REGIONDESC,TIMEDESC,PRODHIERARCHY3,PRODHIERARCHY4,PRODHIERARCHY5,PRODHIERARCHY6,VOLUME,REVENUE_PESOS,ACTUALPRICE,DISTRIBUTION_NUMERIC,WEIGHTEDDISTRIBUTION,MAX_TEMP,MIN_TEMP,AVG_TEMP,PRECIPITATION,CATEGORY_SALES,CATEGORY_SALES_REGIONAL,BARILLITO_MC_PRICE,TECATE_MC_PRICE,HEINEKEN_MC_PRICE,INDIO_MC_PRICE,BOHEMIA_MC_PRICE,New_Years_Day,Christmas_Day,Day_of_Dead,Easter_Day,Fathers_Day,Independence_Day,Trend,seasonality_index,Year,GEODESC,CHANNELDESC,PRODDESC,GEODESC1,GEOGDESC
TOTAL AUTOS AREA 2,2020-02-02,BOTELLA,NO RETORNABLE,12,251-400,0.24600000000000002,4.976,20.22764228,2,2,90.1,20.0,60.01,4.21,7011.439,1709.693,-0.056179665,-0.040049305,-0.04432485,-0.007863690999999999,-0.005885311,0,0,0,0,0,0,1.09162148,-0.047299884,2020,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
TOTAL AUTOS AREA 1,2020-03-08,LATA,NO RETORNABLE,6,251-400,0.20199999999999999,7.395,36.60891089,1,3,98.6,47.5,71.66153846,4.53,6368.517,616.556,-0.062397225,-0.007834111999999999,-0.043193295,0.047896943,0.057798210999999995,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 6,2020-01-26,LATA,NO RETORNABLE,4,401-500,8.234,276.975,33.63796454,72,83,98.7,48.2,77.01764706,4.25,5170.166,1247.038,-0.045924075999999994,-0.02229949,-0.054076070999999996,-0.091693651,-0.20198450399999998,0,0,0,0,0,0,1.088926731,-0.046198099000000006,2020,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 5,2020-03-08,LATA,NO RETORNABLE,12,251-400,13.277999999999999,484.86,36.51604157,78,88,85.0,39.2,64.66666667,0,6368.517,905.3380000000001,-0.062397225,-0.007834111999999999,-0.043193295,0.047896943,0.057798210999999995,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 5,2020-03-08,LATA,NO RETORNABLE,4,401-500,20.954,724.9939999999997,34.59931278,88,89,85.0,39.2,64.66666667,0,6368.517,905.3380000000001,-0.062397225,-0.007834111999999999,-0.043193295,0.047896943,0.057798210999999995,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 6,2020-01-12,BOTELLA,RETORNABLE,12,251-400,2.658,108.602,40.85854026,31,40,95.8,44.6,78.11344538,10.59,5321.32,1223.144,-0.029940371,-0.00045987400000000004,-0.043346249,0.024899732,-0.219065188,0,0,0,0,0,0,1.088926731,-0.046198099000000006,2020,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 1,2020-01-12,LATA,NO RETORNABLE,1,401-500,1.253,44.875,35.81404629,31,56,93.2,37.4,65.38461538,0.09,5321.32,507.833,-0.029940371,-0.00045987400000000004,-0.043346249,0.024899732,-0.219065188,0,0,0,0,0,0,1.088926731,-0.046198099000000006,2020,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 3,2020-02-02,BOTELLA,NO RETORNABLE,6,251-400,1.0490000000000002,48.566,46.29742612,40,60,94.0,34.3,62.37006803,21.45,7011.439,699.572,-0.056179665,-0.040049305,-0.04432485,-0.007863690999999999,-0.005885311,0,0,0,0,0,0,1.09162148,-0.047299884,2020,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 5,2020-02-23,LATA,NO RETORNABLE,6,251-400,10.247,370.309,36.13828438,84,82,85.0,35.6,62.52380952,0,6347.156999999997,1091.667,-0.055850427,-0.010117176,-0.048162157000000004,-0.00200558,0.050728692,0,0,0,0,0,0,1.09162148,-0.047299884,2020,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 6,2020-02-02,LATA,NO RETORNABLE,4,401-500,8.618,296.275,34.37862613,73,83,100.3,48.2,77.01260504,2.88,7011.439,1680.705,-0.056179665,-0.040049305,-0.04432485,-0.007863690999999999,-0.005885311,0,0,0,0,0,0,1.09162148,-0.047299884,2020,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 5,2020-03-15,LATA,NO RETORNABLE,4,401-500,24.424,851.07,34.84564363,88,90,83.2,37.4,64.49523810000001,0.72,7884.016,1228.015,-0.054392103,-0.003571417,-0.055275740999999996,0.057508057,0.057733752,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 1,2020-01-19,LATA,NO RETORNABLE,1,401-500,1.4569999999999999,52.321999999999996,35.91077557,32,59,91.0,41.0,66.17362637,0.43,5651.119000000002,565.136,-0.038431216000000004,0.0009526960000000001,-0.052082132,0.027033037000000003,-0.149447686,0,0,0,0,0,0,1.088926731,-0.046198099000000006,2020,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 3,2020-02-09,BOTELLA,NO RETORNABLE,6,251-400,0.8540000000000001,39.819,46.6264637,36,51,96.7,37.7,66.20272109,0,5346.828,511.142,-0.052167305,0.014556573,-0.02694556,0.029633207,0.035069084,0,0,0,0,0,0,1.09162148,-0.047299884,2020,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 1,2020-02-09,BOTELLA,NO RETORNABLE,12,251-400,0.02,0.389,19.45,1,1,87.8,35.6,63.196703299999996,1.27,5346.828,549.0219999999998,-0.052167305,0.014556573,-0.02694556,0.029633207,0.035069084,0,0,0,0,0,0,1.09162148,-0.047299884,2020,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 6,2020-02-09,LATA,NO RETORNABLE,4,401-500,7.334,262.202,35.75156804,74,81,100.0,50.0,79.95798319,2.03,5346.828,1473.9579999999999,-0.052167305,0.014556573,-0.02694556,0.029633207,0.035069084,0,0,0,0,0,0,1.09162148,-0.047299884,2020,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 5,2020-03-22,LATA,NO RETORNABLE,4,401-500,32.223,1078.74,33.47732986,88,90,88.6,39.2,67.40952381,0,7405.607,1301.899,-0.042531966,-0.00080324,-0.05414954,0.055174386,0.05726387400000001,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 3,2020-02-02,BOTELLA,RETORNABLE,1,1001 O MAS,14.293,405.225,28.35129084,87,78,94.0,34.3,62.37006803,21.45,7011.439,699.572,-0.056179665,-0.040049305,-0.04432485,-0.007863690999999999,-0.005885311,0,0,0,0,0,0,1.09162148,-0.047299884,2020,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 1,2020-02-23,BOTELLA,RETORNABLE,12,0-250,0.532,23.714000000000002,44.57518797,11,30,92.5,41.2,68.08571429,0,6347.156999999997,627.102,-0.055850427,-0.010117176,-0.048162157000000004,-0.00200558,0.050728692,0,0,0,0,0,0,1.09162148,-0.047299884,2020,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 4,2020-03-01,BOTELLA,NO RETORNABLE,12,251-400,0.016,0.32,20.0,1,1,96.6,38.4,69.21558442,0,6926.733,854.904,-0.063447137,-0.006131027,-0.056083097,0.021081412999999997,0.056983575,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 3,2020-02-16,BOTELLA,NO RETORNABLE,6,251-400,1.11,52.003,46.84954955,42,55,98.5,43.2,69.44693878,0,6393.847,615.0269999999998,-0.054943560999999995,-0.006502664,-0.044845372,0.018937776,0.048300913,0,0,0,0,0,0,1.09162148,-0.047299884,2020,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 3,2020-03-08,BOTELLA,NO RETORNABLE,6,251-400,1.01,47.247,46.77920792,37,43,99.5,44.6,71.12585034,4.52,6368.517,667.8639999999998,-0.062397225,-0.007834111999999999,-0.043193295,0.047896943,0.057798210999999995,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 1,2020-02-23,BOTELLA,NO RETORNABLE,12,251-400,0.055,1.082,19.67272727,1,1,92.5,41.2,68.08571429,0,6347.156999999997,627.102,-0.055850427,-0.010117176,-0.048162157000000004,-0.00200558,0.050728692,0,0,0,0,0,0,1.09162148,-0.047299884,2020,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 2,2020-02-16,BOTELLA,RETORNABLE,1,0-250,0.013000000000000001,0.561,43.15384615,1,1,99.7,32.9,64.56071429,0.66,6393.847,1554.185,-0.054943560999999995,-0.006502664,-0.044845372,0.018937776,0.048300913,0,0,0,0,0,0,1.09162148,-0.047299884,2020,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
TOTAL AUTOS AREA 6,2020-01-05,LATA,NO RETORNABLE,12,251-400,11.54,341.661,29.60667244,57,68,98.2,42.8,74.81344538,5.24,10930.778,2406.486,-0.033231023,-0.049263111,-0.080822743,0.009438565999999999,0.026493426,1,0,0,0,0,0,1.088926731,-0.046198099000000006,2020,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 6,2020-02-16,LATA,NO RETORNABLE,4,401-500,7.981,283.9190000000001,35.57436411,78,85,99.4,46.4,78.89075629999998,2.79,6393.847,1857.267,-0.054943560999999995,-0.006502664,-0.044845372,0.018937776,0.048300913,0,0,0,0,0,0,1.09162148,-0.047299884,2020,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 5,2020-03-29,LATA,NO RETORNABLE,4,401-500,38.22,1247.528,32.64071167,89,91,86.8,41.0,66.42380952,0.66,7921.694,1408.734,-0.044902245,-0.000338565,-0.05286703400000002,0.057048267,0.057743563,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 3,2020-02-09,BOTELLA,RETORNABLE,1,1001 O MAS,13.762,389.67199999999997,28.31507048,88,88,96.7,37.7,66.20272109,0,5346.828,511.142,-0.052167305,0.014556573,-0.02694556,0.029633207,0.035069084,0,0,0,0,0,0,1.09162148,-0.047299884,2020,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 1,2020-01-19,BOTELLA,RETORNABLE,12,0-250,0.461,20.421,44.29718004,11,28,91.0,41.0,66.17362637,0.43,5651.119000000002,565.136,-0.038431216000000004,0.0009526960000000001,-0.052082132,0.027033037000000003,-0.149447686,0,0,0,0,0,0,1.088926731,-0.046198099000000006,2020,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 2,2020-03-01,BOTELLA,NO RETORNABLE,12,251-400,0.008,0.14800000000000002,18.5,0,0,102.6,32.0,66.63785714,1.89,6926.733,1586.348,-0.063447137,-0.006131027,-0.056083097,0.021081412999999997,0.056983575,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
TOTAL AUTOS AREA 3,2020-02-23,BOTELLA,NO RETORNABLE,6,251-400,0.961,45.011,46.83766909,37,46,100.3,33.3,66.60408163,0,6347.156999999997,692.445,-0.055850427,-0.010117176,-0.048162157000000004,-0.00200558,0.050728692,0,0,0,0,0,0,1.09162148,-0.047299884,2020,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 3,2020-03-15,BOTELLA,NO RETORNABLE,6,251-400,1.2990000000000002,61.006,46.96381832,41,52,97.7,46.4,71.37619048,0.66,7884.016,781.757,-0.054392103,-0.003571417,-0.055275740999999996,0.057508057,0.057733752,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 1,2020-03-01,BOTELLA,NO RETORNABLE,12,251-400,0.086,1.76,20.46511628,1,1,91.4,40.3,67.07032967,0.55,6926.733,632.3290000000002,-0.063447137,-0.006131027,-0.056083097,0.021081412999999997,0.056983575,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 6,2020-01-12,LATA,NO RETORNABLE,12,251-400,6.3260000000000005,195.274,30.86847929,48,65,95.8,44.6,78.11344538,10.59,5321.32,1223.144,-0.029940371,-0.00045987400000000004,-0.043346249,0.024899732,-0.219065188,0,0,0,0,0,0,1.088926731,-0.046198099000000006,2020,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 5,2020-02-23,BOTELLA,RETORNABLE,12,251-400,8.677999999999999,346.60699999999997,39.940884999999994,71,84,85.0,35.6,62.52380952,0,6347.156999999997,1091.667,-0.055850427,-0.010117176,-0.048162157000000004,-0.00200558,0.050728692,0,0,0,0,0,0,1.09162148,-0.047299884,2020,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 5,2020-01-12,BOTELLA,NO RETORNABLE,12,251-400,0.35100000000000003,14.31,40.76923077,5,4,76.0,33.8,58.19523810000001,0,5321.32,1066.549,-0.029940371,-0.00045987400000000004,-0.043346249,0.024899732,-0.219065188,0,0,0,0,0,0,1.088926731,-0.046198099000000006,2020,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 6,2020-02-23,LATA,NO RETORNABLE,4,401-500,7.751,276.003,35.60869565,76,84,100.0,44.6,75.48403361,4.77,6347.156999999997,1683.264,-0.055850427,-0.010117176,-0.048162157000000004,-0.00200558,0.050728692,0,0,0,0,0,0,1.09162148,-0.047299884,2020,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 3,2020-02-16,BOTELLA,RETORNABLE,1,1001 O MAS,16.291,460.23800000000006,28.25105887,90,90,98.5,43.2,69.44693878,0,6393.847,615.0269999999998,-0.054943560999999995,-0.006502664,-0.044845372,0.018937776,0.048300913,0,0,0,0,0,0,1.09162148,-0.047299884,2020,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 1,2020-02-09,BOTELLA,RETORNABLE,12,0-250,0.48100000000000004,21.721999999999998,45.16008316,11,29,87.8,35.6,63.196703299999996,1.27,5346.828,549.0219999999998,-0.052167305,0.014556573,-0.02694556,0.029633207,0.035069084,0,0,0,0,0,0,1.09162148,-0.047299884,2020,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 3,2020-03-01,BOTELLA,NO RETORNABLE,6,251-400,0.889,41.542,46.72890889,38,59,98.6,41.5,68.31564626,0,6926.733,852.324,-0.063447137,-0.006131027,-0.056083097,0.021081412999999997,0.056983575,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 3,2020-03-22,BOTELLA,NO RETORNABLE,6,251-400,1.472,66.46300000000001,45.15149457,45,56,99.3,47.8,73.32176871,0,7405.607,801.1669999999997,-0.042531966,-0.00080324,-0.05414954,0.055174386,0.05726387400000001,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 1,2020-03-08,BOTELLA,NO RETORNABLE,12,251-400,0.078,1.544,19.79487179,1,1,98.6,47.5,71.66153846,4.53,6368.517,616.556,-0.062397225,-0.007834111999999999,-0.043193295,0.047896943,0.057798210999999995,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 3,2020-01-19,LATA,NO RETORNABLE,1,401-500,2.965,104.29,35.17369309,69,79,101.6,37.4,64.03673469,2,5651.119000000002,550.931,-0.038431216000000004,0.0009526960000000001,-0.052082132,0.027033037000000003,-0.149447686,0,0,0,0,0,0,1.088926731,-0.046198099000000006,2020,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 6,2020-01-26,LATA,NO RETORNABLE,12,251-400,6.164,196.36700000000002,31.85707333,49,66,98.7,48.2,77.01764706,4.25,5170.166,1247.038,-0.045924075999999994,-0.02229949,-0.054076070999999996,-0.091693651,-0.20198450399999998,0,0,0,0,0,0,1.088926731,-0.046198099000000006,2020,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 5,2020-03-01,BOTELLA,RETORNABLE,12,251-400,9.133,362.67900000000003,39.71082886,71,85,81.4,35.6,63.29523810000001,0,6926.733,1257.2839999999999,-0.063447137,-0.006131027,-0.056083097,0.021081412999999997,0.056983575,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 3,2020-02-23,LATA,NO RETORNABLE,1,401-500,1.171,49.325,42.12211785,19,14,100.3,33.3,66.60408163,0,6347.156999999997,692.445,-0.055850427,-0.010117176,-0.048162157000000004,-0.00200558,0.050728692,0,0,0,0,0,0,1.09162148,-0.047299884,2020,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 3,2020-02-23,BOTELLA,RETORNABLE,1,1001 O MAS,16.422,463.3,28.21215443,89,91,100.3,33.3,66.60408163,0,6347.156999999997,692.445,-0.055850427,-0.010117176,-0.048162157000000004,-0.00200558,0.050728692,0,0,0,0,0,0,1.09162148,-0.047299884,2020,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 3,2020-03-29,BOTELLA,NO RETORNABLE,6,251-400,1.5030000000000001,68.3,45.44244844,44,54,100.8,50.0,72.87823129,0.01,7921.694,831.5039999999997,-0.044902245,-0.000338565,-0.05286703400000002,0.057048267,0.057743563,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 1,2020-03-22,BOTELLA,NO RETORNABLE,12,251-400,0.061,1.214,19.90163934,1,1,93.9,42.1,68.6032967,0.38,7405.607,619.658,-0.042531966,-0.00080324,-0.05414954,0.055174386,0.05726387400000001,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 1,2020-02-09,LATA,NO RETORNABLE,1,501-750,0.156,5.678999999999999,36.40384615,5,8,87.8,35.6,63.196703299999996,1.27,5346.828,549.0219999999998,-0.052167305,0.014556573,-0.02694556,0.029633207,0.035069084,0,0,0,0,0,0,1.09162148,-0.047299884,2020,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,501-750_LATA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 6,2020-02-02,LATA,NO RETORNABLE,12,251-400,7.83,253.638,32.39310345,54,75,100.3,48.2,77.01260504,2.88,7011.439,1680.705,-0.056179665,-0.040049305,-0.04432485,-0.007863690999999999,-0.005885311,0,0,0,0,0,0,1.09162148,-0.047299884,2020,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 5,2020-03-08,BOTELLA,RETORNABLE,12,251-400,9.461,363.528,38.42384526,70,79,85.0,39.2,64.66666667,0,6368.517,905.3380000000001,-0.062397225,-0.007834111999999999,-0.043193295,0.047896943,0.057798210999999995,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 3,2020-03-01,LATA,NO RETORNABLE,1,401-500,1.507,63.375,42.05374917,22,24,98.6,41.5,68.31564626,0,6926.733,852.324,-0.063447137,-0.006131027,-0.056083097,0.021081412999999997,0.056983575,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 1,2020-02-02,BOTELLA,NO RETORNABLE,12,251-400,0.055,1.048,19.05454545,1,3,86.4,29.4,62.18791209,5.23,7011.439,695.1289999999997,-0.056179665,-0.040049305,-0.04432485,-0.007863690999999999,-0.005885311,0,0,0,0,0,0,1.09162148,-0.047299884,2020,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 3,2020-03-01,BOTELLA,RETORNABLE,1,1001 O MAS,18.104,476.29400000000004,26.30877154,89,81,98.6,41.5,68.31564626,0,6926.733,852.324,-0.063447137,-0.006131027,-0.056083097,0.021081412999999997,0.056983575,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 1,2020-02-16,BOTELLA,RETORNABLE,12,0-250,0.501,22.39,44.69061876,11,29,94.1,44.6,70.13956044,0.12,6393.847,628.937,-0.054943560999999995,-0.006502664,-0.044845372,0.018937776,0.048300913,0,0,0,0,0,0,1.09162148,-0.047299884,2020,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
TOTAL AUTOS AREA 5,2020-03-15,BOTELLA,RETORNABLE,12,251-400,11.647,444.842,38.19369795,78,84,83.2,37.4,64.49523810000001,0.72,7884.016,1228.015,-0.054392103,-0.003571417,-0.055275740999999996,0.057508057,0.057733752,0,0,0,0,0,0,1.0943162290000001,0.033368106,2020,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
