,REGIONDESC,TIMEDESC,PRODHIERARCHY3,PRODHIERARCHY4,PRODHIERARCHY5,PRODHIERARCHY6,VOLUME,REVENUE_PESOS,ACTUALPRICE,DISTRIBUTION_NUMERIC,WEIGHTEDDISTRIBUTION,MAX_TEMP,MIN_TEMP,AVG_TEMP,PRECIPITATION,CATEGORY_SALES,CATEGORY_SALES_REGIONAL,BARILLITO_MC_PRICE,TECATE_MC_PRICE,HEINEKEN_MC_PRICE,INDIO_MC_PRICE,BOHEMIA_MC_PRICE,New_Years_Day,Christmas_Day,Day_of_Dead,Easter_Day,Fathers_Day,Independence_Day,Trend,seasonality_index,Year,GEODESC,CHANNELDESC,PRODDESC,GEODESC1,GEOGDESC
56,TOTAL AUTOS AREA 1,09/16/18,BOTELLA,RETORNABLE,1,1001 O MAS,4.939,138.385,28.01882972,43,46,106.7,57.2,82.81, 21.50 ,8301.264000000001,824.7589999999999,-0.007010959,-0.064047348,-0.093560172,-0.005266278,0.030360154,0,0,0,0,0,1,1.04581074,-0.021619771,2018,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
57,TOTAL AUTOS AREA 6,01/21/18,BOTELLA,RETORNABLE,12,0-250,1.635,65.23,39.89602446,38,42,96.2,42.8,75.73, 17.66 ,4275.407999999999,923.551,-0.026198772,0.022840641,0.083819754,0.001439538,0.005209345,0,0,0,0,0,0,1.024252745,-0.046198099,2018,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
58,TOTAL AUTOS AREA 5,06/30/19,LATA,NO RETORNABLE,1,401-500,5.462999999999999,176.65400000000002,32.33644518,79,90,79.6,44.6,63.85, 2.06 ,7415.733,1036.5410000000004,0.011209718,-0.052072107,-0.158246393,0.066286977,0.0270355179999999,0,0,0,0,0,0,1.070063485,0.033881833,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
59,TOTAL AUTOS AREA 5,09/29/19,LATA,NO RETORNABLE,1,401-500,2.95,124.299,42.13525424,71,82,76.0,46.4,63.85, 2.80 ,5590.625,934.72,0.065485488,0.017774206,-0.007402028,0.058444034,0.042895964,0,0,0,0,0,0,1.078147733,-0.021619771,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
60,TOTAL AUTOS AREA 5,04/29/18,BOTELLA,RETORNABLE,12,0-250,4.953,209.431,42.28366646,54,65,81.4,42.8,65.05, 6.95 ,6347.847,1272.485,0.04385645,-0.052423029,0.049200905,-0.022055078,-0.031212507,0,0,0,0,0,0,1.032336993,0.076497199,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
61,TOTAL AUTOS AREA 6,12/16/18,BOTELLA,RETORNABLE,12,0-250,2.964,115.451,38.95107962,42,52,91.4,39.2,72.41, 5.23 ,7748.099,1602.686,-0.092856155,0.007888293,-0.0692838059999999,0.025592406,0.012522469,0,0,0,0,0,0,1.053894988,-0.045630167,2018,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
62,TOTAL AUTOS AREA 1,05/13/18,BOTELLA,NO RETORNABLE,6,251-400,0.63,25.528,40.52063492,12,19,111.4,50.0,78.53, 0.01 ,7359.196,762.623,0.0461027559999999,-0.025610214,0.043409588,-0.021834969,-0.033894582,0,0,0,0,0,0,1.035031742,0.059138089,2018,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
63,TOTAL AUTOS AREA 5,10/13/19,LATA,NO RETORNABLE,12,251-400,21.641,640.241,29.58463102,77,90,81.4,48.2,64.8, 3.68 ,5712.181,1135.37,0.081783218,0.003656173,-0.008991232,0.0520316279999999,0.033328774,0,0,0,0,0,0,1.080842482,-0.06891731,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
64,TOTAL AUTOS AREA 1,09/23/18,BOTELLA,RETORNABLE,1,1001 O MAS,5.348,149.984,28.04487659,42,45,105.8,60.8,83.37, 3.97 ,5779.981,651.201,0.001871261,-0.0324584829999999,-0.044326172,-0.008749484,0.033999028,0,0,0,0,0,0,1.04581074,-0.021619771,2018,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
65,TOTAL AUTOS AREA 6,01/28/18,BOTELLA,RETORNABLE,12,0-250,1.658,66.533,40.12846803,37,46,93.2,39.2,73.34, 12.06 ,4789.157999999999,906.47,-0.02659789,0.00602145,0.072340352,0.001563921,0.003651002,0,0,0,0,0,0,1.024252745,-0.046198099,2018,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
66,TOTAL AUTOS AREA 5,07/07/19,LATA,NO RETORNABLE,1,401-500,5.4910000000000005,177.93400000000003,32.40466217,81,82,79.6,44.6,64.32, 8.49 ,8490.645,1176.708,0.021393191,0.003687499,-0.054436398,0.059044835,0.0274240189999999,0,0,0,0,0,0,1.072758234,0.038618211,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
67,TOTAL AUTOS AREA 5,10/06/19,LATA,NO RETORNABLE,1,401-500,3.131,132.21200000000002,42.22676461,78,87,81.4,41.0,64.71, 1.96 ,5308.6280000000015,881.8480000000003,0.078381253,0.013497766,-0.003841365,0.055210033,0.039438861,0,0,0,0,0,0,1.080842482,-0.06891731,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
68,TOTAL AUTOS AREA 5,05/06/18,BOTELLA,RETORNABLE,12,0-250,5.431,230.635,42.46639661,56,66,81.4,44.6,63.17, 4.42 ,6216.272,981.446,0.055144884,-0.021909876,0.034110714,-0.021326789,-0.027550132,0,0,0,0,0,0,1.035031742,0.059138089,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
69,TOTAL AUTOS AREA 6,12/23/18,BOTELLA,RETORNABLE,12,0-250,5.01,190.679,38.05968064,49,60,93.9,41.0,75.6, 4.71 ,9559.144,2026.625,-0.087042998,-0.034682054,-0.066316412,0.030977576,0.014335714,0,1,0,0,0,0,1.053894988,-0.045630167,2018,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
70,TOTAL AUTOS AREA 1,05/20/18,BOTELLA,NO RETORNABLE,6,251-400,0.5539999999999999,22.565,40.73104693,13,21,109.4,44.6,76.85, -   ,6927.291,678.817,0.040102985,1.11536e-05,0.032079552,-0.006691743,-0.035594116,0,0,0,0,0,0,1.035031742,0.059138089,2018,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
71,TOTAL AUTOS AREA 5,10/20/19,LATA,NO RETORNABLE,12,251-400,23.571,695.841,29.52106402,77,88,76.0,44.6,63.12, 3.91 ,5340.611,834.58,0.07292821,0.0067962269999999,-0.007716716,0.055733028,0.03183309,0,0,0,0,0,0,1.080842482,-0.06891731,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
72,TOTAL AUTOS AREA 6,02/04/18,BOTELLA,RETORNABLE,12,0-250,3.276,120.572,36.8046398,43,53,95.8,42.8,76.97, 4.29 ,5873.379,1013.632,-0.003303712,-0.016339829,0.078592859,0.000998393,0.00333553,0,0,0,0,0,0,1.026947494,-0.047299884,2018,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
73,TOTAL AUTOS AREA 5,07/14/19,LATA,NO RETORNABLE,1,401-500,4.713,152.79399999999995,32.41969022,78,84,79.6,44.6,64.11, 4.49 ,7628.76,956.942,0.026631106,0.016271822,-0.04192913,0.059437982,0.027810075,0,0,0,0,0,0,1.072758234,0.038618211,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
74,TOTAL AUTOS AREA 5,10/13/19,LATA,NO RETORNABLE,1,401-500,2.904,122.697,42.25103306,75,85,81.4,48.2,64.8, 3.68 ,5712.181,1135.37,0.081783218,0.003656173,-0.008991232,0.0520316279999999,0.033328774,0,0,0,0,0,0,1.080842482,-0.06891731,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
75,TOTAL AUTOS AREA 5,05/13/18,BOTELLA,RETORNABLE,12,0-250,5.9170000000000025,249.991,42.24961974,56,65,85.0,44.6,67.71, 3.42 ,7359.196,1426.18,0.0461027559999999,-0.025610214,0.043409588,-0.021834969,-0.033894582,0,0,0,0,0,0,1.035031742,0.059138089,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
76,TOTAL AUTOS AREA 6,12/30/18,BOTELLA,RETORNABLE,12,0-250,9.359,330.861,35.35217438,58,66,94.5,44.6,77.51, 4.04 ,12713.418,2637.213,-0.074214285,-0.029883395,-0.039665692,0.0354334029999999,0.016322349,1,0,0,0,0,0,1.053894988,-0.045630167,2018,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
77,TOTAL AUTOS AREA 5,12/30/18,BOTELLA,NO RETORNABLE,6,251-400,5.101,228.875,44.86865321,72,79,74.2,24.8,56.52, -   ,12713.418,1762.033,-0.074214285,-0.029883395,-0.039665692,0.0354334029999999,0.016322349,1,0,0,0,0,0,1.053894988,-0.045630167,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
78,TOTAL AUTOS AREA 5,06/03/18,LATA,NO RETORNABLE,1,401-500,6.942,238.324,34.33074042,82,85,83.2,46.4,67.11, 3.29 ,7599.726,1345.237,0.021538521,0.000854861,0.013189989,-0.0210823929999999,-0.026080982,0,0,0,0,0,0,1.037726492,0.033881833,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
79,TOTAL AUTOS AREA 6,02/11/18,BOTELLA,RETORNABLE,12,0-250,3.543,126.164,35.60937059,42,58,97.9,44.6,77.81, 1.40 ,5053.971,1035.413,0.004547596,0.014557579,0.059381231,-0.007396386,0.00606252,0,0,0,0,0,0,1.026947494,-0.047299884,2018,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
80,TOTAL AUTOS AREA 5,07/21/19,LATA,NO RETORNABLE,1,401-500,4.742,154.151,32.50759173,79,88,76.0,48.2,62.95, 8.01 ,8158.812,917.241,0.026785025,-0.1715327589999999,-0.162191041,0.0530202459999999,0.03209265,0,0,0,0,0,0,1.072758234,0.038618211,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
81,TOTAL AUTOS AREA 3,12/01/19,BOTELLA,RETORNABLE,12,0-250,8.162,281.678,34.51090419,33,45,95.0,37.4,66.64, -   ,6043.717,650.529,0.032915803,-0.0150873669999999,-0.045792735,0.014931676,-0.027125943,0,0,0,0,0,0,1.0862319809999998,-0.045630167,2019,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
82,TOTAL AUTOS AREA 5,05/20/18,BOTELLA,RETORNABLE,12,0-250,6.192,260.82,42.12209302,56,72,85.0,41.0,66.17, 5.38 ,6927.291,1289.805,0.040102985,1.11536e-05,0.032079552,-0.006691743,-0.035594116,0,0,0,0,0,0,1.035031742,0.059138089,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
83,TOTAL AUTOS AREA 6,01/06/19,BOTELLA,RETORNABLE,12,0-250,4.596,175.35,38.15274151,48,56,93.7,39.2,73.89, 4.01 ,9080.44,1950.252,-0.0426863929999999,0.030311571,0.016361017,0.0423306659999999,0.0124669,1,0,0,0,0,0,1.056589738,-0.046198099,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
84,TOTAL AUTOS AREA 5,01/06/19,BOTELLA,NO RETORNABLE,6,251-400,4.879,218.435,44.77044476,70,73,76.0,26.6,55.84, -   ,9080.44,1391.81,-0.0426863929999999,0.030311571,0.016361017,0.0423306659999999,0.0124669,1,0,0,0,0,0,1.056589738,-0.046198099,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
85,TOTAL AUTOS AREA 5,06/10/18,LATA,NO RETORNABLE,1,401-500,4.989,171.812,34.43816396,80,85,79.6,48.2,64.41, 9.34 ,7921.499,1401.675,-0.006147982,-0.0033542959999999,-0.020091805,-0.037136037,-0.031499154,0,0,0,0,0,0,1.037726492,0.033881833,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
86,TOTAL AUTOS AREA 6,02/18/18,BOTELLA,RETORNABLE,12,0-250,3.301,120.062,36.37140261,47,56,99.4,48.2,78.64, 2.27 ,5351.353,1089.897,0.006824425,0.003061394,0.0559599759999999,-0.020427063,0.004249893,0,0,0,0,0,0,1.026947494,-0.047299884,2018,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
87,TOTAL AUTOS AREA 5,07/28/19,LATA,NO RETORNABLE,1,401-500,4.569,147.751,32.33771066,78,88,79.6,42.8,63.42, 3.59 ,7357.134,889.931,0.016525328,-0.166884861,-0.137154729,0.060503303,0.035032355,0,0,0,0,0,0,1.072758234,0.038618211,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
88,TOTAL AUTOS AREA 3,12/08/19,BOTELLA,RETORNABLE,12,0-250,3.878,148.966,38.41309954,36,45,100.8,33.8,64.19, -   ,6347.913000000001,675.455,-0.0144790439999999,-0.005634138,-0.1101884069999999,0.007714233,-0.033937485,0,0,0,0,0,0,1.0862319809999998,-0.045630167,2019,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
89,TOTAL AUTOS AREA 5,05/27/18,BOTELLA,RETORNABLE,12,0-250,7.356,311.728,42.37737901,57,68,90.4,39.2,68.82, -   ,6275.531,1018.311,0.041695972,0.009874367,-0.080751117,0.001117175,-0.031936956,0,0,0,0,0,0,1.035031742,0.059138089,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
90,TOTAL AUTOS AREA 5,01/13/19,BOTELLA,NO RETORNABLE,6,251-400,3.286,147.365,44.84631771,56,72,72.4,33.8,57.04, -   ,4830.403,902.379,-0.003560949,0.076851634,0.043694615,0.0502519509999999,0.010475236,0,0,0,0,0,0,1.056589738,-0.046198099,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
91,TOTAL AUTOS AREA 5,06/17/18,LATA,NO RETORNABLE,1,401-500,6.153,209.745,34.08824963,83,92,76.0,50.0,64.02, 4.54 ,8509.985999999999,1379.6070000000002,-0.012665043,-0.069635149,-0.051802314,-0.052409355,-0.036338233,0,0,0,0,1,0,1.037726492,0.033881833,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
92,TOTAL AUTOS AREA 1,04/07/19,LATA,NO RETORNABLE,6,251-400,0.068,2.168,31.88235294,0,1,105.8,37.4,72.37, -   ,6699.226,665.2130000000002,-0.013202387,0.060954355,-0.002201729,0.070916736,0.032706544,0,0,0,0,0,0,1.064673986,0.076497199,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
93,TOTAL AUTOS AREA 6,02/25/18,BOTELLA,RETORNABLE,12,0-250,3.389,120.76,35.63293007,43,56,101.2,50.0,79.0, 0.04 ,4905.978,975.174,0.008826518,-0.004997755,0.0624173659999999,-0.02205543,0.004004112,0,0,0,0,0,0,1.026947494,-0.047299884,2018,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
94,TOTAL AUTOS AREA 5,08/04/19,LATA,NO RETORNABLE,1,401-500,4.284,170.362,39.76704015,79,89,77.8,48.2,64.97, 5.51 ,7425.016,1064.032,0.022618459,-0.019119785,-0.037260692,0.062889504,0.043506811,0,0,0,0,0,0,1.075452984,0.008025792,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
95,TOTAL AUTOS AREA 3,12/15/19,BOTELLA,RETORNABLE,12,0-250,7.726,281.746,36.46725343,39,50,96.2,32.8,61.6, 0.64 ,7993.681,833.9689999999997,-0.044898757,-0.021667203,-0.117140177,-0.004539039,-0.026688068,0,0,0,0,0,0,1.0862319809999998,-0.045630167,2019,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
96,TOTAL AUTOS AREA 5,06/03/18,BOTELLA,RETORNABLE,12,0-250,38.375,1314.225,34.24690554,59,71,83.2,46.4,67.11, 3.29 ,7599.726,1345.237,0.021538521,0.000854861,0.013189989,-0.0210823929999999,-0.026080982,0,0,0,0,0,0,1.037726492,0.033881833,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
97,TOTAL AUTOS AREA 3,03/31/19,LATA,NO RETORNABLE,12,251-400,6.884,223.621,32.48416618,60,58,100.3,42.8,69.31, -   ,7322.72,938.966,-0.016281513,0.068143689,-0.006878068,0.066637854,0.030539687,0,0,0,0,0,0,1.061979237,0.033368106,2019,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
98,TOTAL AUTOS AREA 5,01/20/19,BOTELLA,NO RETORNABLE,6,251-400,3.555,159.78,44.94514768,59,77,77.8,26.6,58.02, -   ,5084.96,936.878,-0.016357103,0.066842174,0.030895274,0.039719803,0.018937625,0,0,0,0,0,0,1.056589738,-0.046198099,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
99,TOTAL AUTOS AREA 5,06/24/18,LATA,NO RETORNABLE,1,401-500,3.955,134.399,33.98204804,79,87,76.0,44.6,63.72, 6.50 ,6856.578,1086.182,-0.013366017,-0.080783039,-0.076559085,-0.051260372,-0.033171279,0,0,0,0,0,0,1.037726492,0.033881833,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
100,TOTAL AUTOS AREA 1,04/14/19,LATA,NO RETORNABLE,6,251-400,0.081,2.546,31.43209877,0,1,104.0,37.4,72.04, 0.23 ,7828.475,738.194,-0.015981692,0.019323065,-0.05442353,0.061034932,0.029421118,0,0,0,0,0,0,1.064673986,0.076497199,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
101,TOTAL AUTOS AREA 6,03/04/18,BOTELLA,RETORNABLE,12,0-250,3.304,122.021,36.9312954,45,59,100.9,48.2,77.62, 0.95 ,5996.408,1187.41,0.009743816,0.004486125,0.070379927,-0.021983686,0.003977177,0,0,0,0,0,0,1.0296422440000002,0.033368106,2018,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
102,TOTAL AUTOS AREA 5,08/11/19,LATA,NO RETORNABLE,1,401-500,3.209,133.541,41.61452166,79,90,79.6,48.2,66.47, 4.80 ,7152.073,1035.826,0.029368744,-0.02937495,-0.043455869,0.053298517,0.0491152,0,0,0,0,0,0,1.075452984,0.008025792,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
103,TOTAL AUTOS AREA 3,12/22/19,BOTELLA,RETORNABLE,12,0-250,5.615,217.045,38.65449688,40,51,99.4,36.7,62.94, 1.10 ,8145.14,1042.384,-0.038510776,-0.040120892,-0.118604796,-0.011673781,-0.013422934,0,1,0,0,0,0,1.0862319809999998,-0.045630167,2019,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
104,TOTAL AUTOS AREA 5,06/10/18,BOTELLA,RETORNABLE,12,0-250,57.154,1749.325,30.60721909,57,71,79.6,48.2,64.41, 9.34 ,7921.499,1401.675,-0.006147982,-0.0033542959999999,-0.020091805,-0.037136037,-0.031499154,0,0,0,0,0,0,1.037726492,0.033881833,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
105,TOTAL AUTOS AREA 3,04/07/19,LATA,NO RETORNABLE,12,251-400,6.718,216.766,32.26644835,59,70,101.2,42.8,68.58, 0.02 ,6699.226,724.95,-0.013202387,0.060954355,-0.002201729,0.070916736,0.032706544,0,0,0,0,0,0,1.064673986,0.076497199,2019,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
106,TOTAL AUTOS AREA 5,01/27/19,BOTELLA,NO RETORNABLE,6,251-400,3.687,165.209,44.80851641,58,74,76.0,28.4,57.0, -   ,4940.649,899.691,-0.0188281369999999,0.068387227,0.008464491,0.037497309,0.022459922,0,0,0,0,0,0,1.056589738,-0.046198099,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
107,TOTAL AUTOS AREA 5,07/01/18,LATA,NO RETORNABLE,1,401-500,3.244,124.766,38.46054254,73,85,77.8,46.4,63.81, 1.77 ,8454.851999999999,1045.38,-0.01532299,-0.0946220419999999,-0.0858815,-0.059562142,-0.032977978,0,0,0,0,0,0,1.040421241,0.038618211,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
108,TOTAL AUTOS AREA 1,04/21/19,LATA,NO RETORNABLE,6,251-400,0.107,3.35,31.30841121,0,1,102.2,46.4,73.89, -   ,12025.119,1302.249,-0.006553765,-0.011310876,-0.067398209,0.048903141,0.030637584,0,0,0,1,0,0,1.064673986,0.076497199,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
109,TOTAL AUTOS AREA 6,03/11/18,BOTELLA,RETORNABLE,12,0-250,3.813,135.259,35.47311828,42,47,106.2,53.6,78.91, 7.69 ,5435.706,1088.703,0.0123508489999999,0.026203955,0.06692419,0.002334129,0.0038847359999999,0,0,0,0,0,0,1.0296422440000002,0.033368106,2018,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
110,TOTAL AUTOS AREA 3,09/29/19,BOTELLA,RETORNABLE,12,0-250,13.323,441.544,33.14148465,34,44,94.9,48.2,70.65, 25.20 ,5590.625,619.619,0.065485488,0.017774206,-0.007402028,0.058444034,0.042895964,0,0,0,0,0,0,1.078147733,-0.021619771,2019,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
111,TOTAL AUTOS AREA 3,12/29/19,BOTELLA,RETORNABLE,12,0-250,7.704,297.066,38.55996885,43,52,94.0,39.2,63.49, -   ,13210.324,1395.71,-0.0288333379999999,-0.054825687,-0.113850017,0.000605483,-0.000311161,1,0,0,0,0,0,1.0862319809999998,-0.045630167,2019,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
112,TOTAL AUTOS AREA 5,06/17/18,BOTELLA,RETORNABLE,12,0-250,18.602,617.575,33.19938716,52,61,76.0,50.0,64.02, 4.54 ,8509.985999999999,1379.6070000000002,-0.012665043,-0.069635149,-0.051802314,-0.052409355,-0.036338233,0,0,0,0,1,0,1.037726492,0.033881833,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
